name,length,score,pvalue,qvalue,viral
QHYC01000070_2,5000,0.006121209,0.793233083,0.465000048,0
QHYC01000087_1,5000,0.005486974,0.805360175,0.467715348,0
QHYC01000099_4,5000,0.058965811,0.423356779,0.436979767,0
QHYC01000292_2,5000,0.196243266,0.227746786,0.436979767,0
QHYC01000296_1,5000,0.002143899,0.893887946,0.479655572,0
QHYC01000319_2,5000,0.476438855,0.094227504,0.425902763,0
QHYC01000427_3,5000,0.066104378,0.402861994,0.436979767,0
QHUM01000037_4,5000,0.08416414,0.365995634,0.436979767,0
QHUM01000039_5,5000,0.009349689,0.736478293,0.458998694,0
QHUM01000044_13,5000,0.004737077,0.819670143,0.468418679,0
QHUM01000051_2,5000,0.192346499,0.230414747,0.436979767,0
QHUM01000051_7,5000,0.004385689,0.826582585,0.469937875,0
QHUM01000052_21,5000,0.023932719,0.583313122,0.446044015,0
QHUM01000055_13,5000,0.001118505,0.934877516,0.48718096,0
QHUM01000056_1,5000,0.001296368,0.92747999,0.485333616,0
QHUM01000063_8,5000,0.006405165,0.78753335,0.464457209,0
QHUM01000065_2,5000,0.036643412,0.507761339,0.437290939,0
QHUM01000071_1,5000,0.103820731,0.328886733,0.436979767,0
QHYF01000013_11,5000,0.007466334,0.765947126,0.462467032,0
QHYF01000061_3,5000,0.008662893,0.746179966,0.459630029,0
QHYF01000070_2,5000,0.105217809,0.326703856,0.436979767,0
QHYF01000122_2,5000,0.12664332,0.296264856,0.436979767,0
QHYF01000130_1,5000,0.070422008,0.394251758,0.436979767,0
QHYF01000285_1,5000,0.032133341,0.532379335,0.438396767,0
QHYF01000335_1,5000,0.032594696,0.529953917,0.438396767,0
QHXW01000065_2,5000,0.036479694,0.508610235,0.437290939,0
QHXW01000071_3,5000,0.430392292,0.109628911,0.431715684,0
QHXW01000115_9,5000,0.131968474,0.288260975,0.436979767,0
QHXW01000172_3,5000,0.004708883,0.820155227,0.468418679,0
QHXW01000182_3,5000,0.226300007,0.203492602,0.436979767,0
QHXW01000226_4,5000,0.317730028,0.154135338,0.436979767,0
QHXW01000234_1,5000,0.004105521,0.835192821,0.471380696,0
QHXW01000248_6,5000,0.070651884,0.394009217,0.436979767,0
QHXW01000256_6,5000,0.106666947,0.32452098,0.436979767,0
QHXW01000260_2,5000,0.035468672,0.514188698,0.437290939,0
QHXW01000261_2,5000,0.361312126,0.133883095,0.436979767,0
QHXW01000262_5,5000,0.047993904,0.459616784,0.436979767,0
QHXW01000289_2,5000,0.171294256,0.248847926,0.436979767,0
QHXW01000308_2,5000,0.089556092,0.354959981,0.436979767,0
QHXW01000358_1,5000,0.471743611,0.095682755,0.425902763,0
QHXW01000447_2,5000,0.103503625,0.329129275,0.436979767,0
QHXW01000457_7,5000,0.197940155,0.226412806,0.436979767,0
QHXW01000485_3,5000,0.129224188,0.292626728,0.436979767,0
NTKG01000009_5,5000,0.042787266,0.479505215,0.436979767,0
NTKG01000037_1,5000,0.010403879,0.719985447,0.458942863,0
NTKG01000043_2,5000,0.434857378,0.108052389,0.431715684,0
QHZW01000014_6,5000,0.102480367,0.330827068,0.436979767,0
QHZW01000110_6,5000,0.27203187,0.177661897,0.436979767,0
QHZW01000122_2,5000,0.125183722,0.298326461,0.436979767,0
QHZW01000124_4,5000,0.581479447,0.069488237,0.38529419,0
QHZW01000132_1,5000,0.411523007,0.115813728,0.431715684,0
QHZW01000286_2,5000,0.024660656,0.577734659,0.446044015,0
QHZW01000296_1,5000,0.006357332,0.788503517,0.464457209,0
NTKH01000002_6,5000,0.011540656,0.703735144,0.458942863,0
QCWF01000001_9,5000,0.00251398,0.880911957,0.477123252,0
QCWF01000002_21,5000,0.099005744,0.337496968,0.436979767,0
QCWF01000002_40,5000,0.019997126,0.615571186,0.447700446,0
QCWF01000002_50,5000,0.002831186,0.86939122,0.47538519,0
QCWF01000002_81,5000,0.00384826,0.843075431,0.472006722,0
QCWF01000002_89,5000,0.034016858,0.521464953,0.438161962,0
QCWF01000005_12,5000,0.048264569,0.458282804,0.436979767,0
QCWF01000011_1,5000,0.00517285,0.811423721,0.468418679,0
QHTN01000036_5,5000,0.004189686,0.832524861,0.471380696,0
QHTN01000049_2,5000,0.004696174,0.820155227,0.468418679,0
QHTN01000171_1,5000,0.004943116,0.815546932,0.468418679,0
QHTN01000197_1,5000,0.123665664,0.300024254,0.436979767,0
QHZL01000227_1,5000,0.012987309,0.685787048,0.457493294,0
PBHT01000014_2,5000,0.872793261,0.017584283,0.233487496,0
PBHT01000037_1,5000,0.723229025,0.041474654,0.326983138,0
PBHT01000049_3,5000,0.396678676,0.121270919,0.436979767,0
QHPB01000020_1,5000,0.262222169,0.182634004,0.436979767,0
QHPB01000054_1,5000,0.029969396,0.543900073,0.438396767,0
QHPB01000109_4,5000,0.039516335,0.492966287,0.436979767,0
QHPB01000114_4,5000,0.029336151,0.548265826,0.441562985,0
QHPB01000175_1,5000,0.042984001,0.478535047,0.436979767,0
QHPB01000208_1,5000,0.013120812,0.683846714,0.457321984,0
QHPB01000210_1,5000,0.002801251,0.870118846,0.47538519,0
QHVM01000002_9,5000,0.01526828,0.661047781,0.455747409,0
QHVM01000010_1,5000,0.476133677,0.094227504,0.425902763,0
QHVM01000013_1,5000,8.34E-05,0.995270434,0.502184914,0
QHVM01000017_5,5000,0.001896578,0.903589619,0.480933971,0
QHVM01000031_8,5000,0.023302799,0.590104293,0.446044015,0
QHVM01000042_7,5000,0.002970304,0.866965802,0.47538519,0
QHVM01000050_5,5000,0.001344026,0.924933301,0.484880139,0
QHVM01000063_7,5000,0.00209231,0.896434635,0.479655572,0
QHVM01000070_8,5000,0.003984635,0.838103323,0.471695679,0
QHVM01000074_9,5000,0.006360297,0.788382246,0.464457209,0
QHVM01000075_3,5000,0.051865753,0.447004608,0.436979767,0
QHVM01000082_28,5000,0.000967938,0.943609023,0.488394151,0
QHVM01000085_31,5000,0.000710352,0.954887218,0.488526185,0
QHVM01000096_7,5000,0.012533657,0.691486781,0.457493294,0
QHVM01000104_2,5000,0.001926473,0.902983265,0.480933971,0
QHVM01000115_1,5000,0.002230225,0.890734902,0.479211591,0
NTJX01000003_2,5000,0.079364328,0.376303662,0.436979767,0
NTJX01000019_5,5000,0.019816122,0.616905166,0.447700446,0
NTJX01000023_4,5000,0.030066277,0.543657531,0.438396767,0
NTJX01000024_3,5000,0.040413227,0.489206888,0.436979767,0
QAMR01000001_1,5000,0.014123602,0.673902498,0.455747409,0
QAMR01000005_3,5000,0.025688691,0.572762552,0.445469458,0
QAMR01000007_2,5000,0.001350969,0.924448217,0.484880139,0
QAMR01000059_10,5000,0.001570994,0.916323066,0.484339543,0
QAMR01000060_1,5000,0.019560654,0.619209314,0.447935855,0
QIBB01000248_1,5000,0.025338405,0.574339073,0.445469458,0
QIBB01000255_1,5000,0.178292054,0.24278438,0.436979767,0
QIBB01000275_1,5000,0.301207125,0.161047781,0.436979767,0
QIBB01000505_2,5000,0.137389762,0.281712345,0.436979767,0
QHOX01000002_5,5000,0.009429961,0.734659229,0.458998694,0
QHOX01000007_2,5000,0.114123166,0.313727868,0.436979767,0
QHOX01000021_1,5000,0.22990831,0.200339559,0.436979767,0
QHOX01000122_1,5000,0.001177365,0.931845743,0.486731505,0
QHOX01000163_1,5000,0.07019213,0.394979384,0.436979767,0
QHOX01000168_6,5000,0.347634791,0.139219015,0.436979767,0
QHOX01000171_4,5000,0.210919721,0.215134611,0.436979767,0
QHOX01000172_2,5000,0.292052358,0.165413534,0.436979767,0
QHOX01000203_2,5000,0.179260406,0.241814213,0.436979767,0
QHXN01000009_11,5000,0.943646681,0.00788261,0.172927779,0
QHXN01000012_10,5000,0.698169975,0.046325491,0.34196868,0
QHXN01000016_10,5000,0.848844743,0.021707495,0.277290616,0
QHXN01000019_16,5000,0.747445041,0.037108901,0.318591667,0
QHXN01000029_3,5000,0.135362095,0.284501577,0.436979767,0
QHXN01000030_2,5000,0.888916555,0.014795052,0.214164399,0
QHXN01000033_6,5000,0.281431422,0.173296144,0.436979767,0
QHXN01000046_2,5000,0.966824639,0.005457191,0.169662702,0
QHXN01000047_1,5000,0.224903604,0.203856415,0.436979767,0
QHXN01000085_3,5000,0.841761627,0.022677662,0.278671748,0
QHXN01000100_1,5000,0.439824224,0.105990783,0.431715684,0
QHWG01000096_1,5000,0.031659309,0.534562212,0.438396767,0
QHWG01000277_1,5000,0.191143766,0.231627456,0.436979767,0
QHWG01000432_1,5000,0.520383721,0.08307058,0.410931686,0
QHVL01000042_2,5000,8.40E-05,0.995270434,0.502184914,0
QHYN01000114_1,5000,0.036247622,0.510065486,0.437290939,0
QHYN01000128_1,5000,0.003074733,0.863934029,0.47538519,0
QHYN01000153_1,5000,0.477853294,0.093984962,0.425902763,0
QHYN01000199_12,5000,0.009600597,0.730172205,0.458998694,0
QHYN01000210_3,5000,0.016754969,0.646374,0.452686726,0
QHYN01000213_1,5000,0.00212977,0.894373029,0.479655572,0
QHUR01000049_1,5000,0.002223662,0.890856173,0.479211591,0
QHUR01000091_3,5000,0.034319256,0.520130973,0.437770092,0
QHUR01000192_1,5000,0.003725618,0.846349745,0.472132455,0
QHXB01000022_3,5000,0.381990534,0.126364298,0.436979767,0
QHXB01000035_2,5000,0.127422296,0.295415959,0.436979767,0
QHXB01000057_18,5000,0.37853739,0.127334465,0.436979767,0
QHXB01000079_21,5000,0.010452345,0.719257822,0.458942863,0
QHXB01000082_4,5000,0.101362642,0.332888673,0.436979767,0
QHXB01000091_2,5000,0.030415466,0.54220228,0.438396767,0
QHXB01000093_1,5000,0.456661377,0.101503759,0.431715684,0
QHXB01000142_11,5000,0.07264092,0.389643463,0.436979767,0
QHXB01000144_5,5000,0.043782255,0.47489692,0.436979767,0
QHXB01000148_1,5000,0.014255719,0.672568518,0.455747409,0
QHXB01000168_1,5000,0.307166275,0.158379821,0.436979767,0
QHXB01000181_6,5000,0.010291202,0.721076886,0.458942863,0
QHXB01000187_2,5000,0.224882247,0.203856415,0.436979767,0
QHXB01000268_1,5000,0.057617112,0.427722532,0.436979767,0
QHXB01000522_1,5000,0.101780581,0.332161048,0.436979767,0
QHUA01000114_2,5000,0.018839021,0.626121756,0.449712568,0
QHUA01000122_4,5000,0.035144367,0.516007761,0.437319741,0
QHUA01000138_4,5000,0.018077396,0.633398011,0.451086053,0
QHUA01000182_1,5000,0.005344727,0.808028135,0.468360506,0
LDPY01000001_69,5000,0.139456142,0.280620907,0.436979767,0
LDPY01000001_137,5000,0.054506482,0.438515644,0.436979767,0
LDPY01000001_142,5000,0.027080914,0.564394858,0.445469458,0
LDPY01000001_408,5000,0.067694449,0.399951492,0.436979767,0
LDPY01000001_526,5000,0.013443716,0.679844773,0.456482622,0
LDPY01000001_822,5000,0.336321825,0.145282561,0.436979767,0
LDPY01000003_11,5000,0.269521168,0.178632064,0.436979767,0
LDPY01000003_42,5000,0.112039563,0.31663837,0.436979767,0
LDPY01000007_17,5000,0.191891184,0.23089983,0.436979767,0
QHZP01000033_6,5000,0.120423985,0.304268736,0.436979767,0
QHZP01000052_7,5000,0.190053233,0.232112539,0.436979767,0
QHZP01000092_2,5000,0.137564433,0.281591074,0.436979767,0
QHZP01000324_1,5000,0.048507316,0.457555178,0.436979767,0
QHVO01000119_3,5000,0.002102435,0.895707009,0.479655572,0
QHVO01000132_1,5000,0.00147864,0.919112297,0.484342248,0
QHVO01000169_1,5000,0.002280386,0.888552025,0.478939375,0
QHVO01000274_1,5000,0.039983811,0.491025952,0.436979767,0
QHVO01000309_1,5000,0.001397515,0.922507883,0.484880139,0
QHVO01000329_1,5000,0.004210455,0.831797235,0.471309407,0
QHVO01000357_2,5000,0.0050412,0.814091681,0.468418679,0
QHVO01000396_4,5000,0.008521636,0.748847926,0.459630029,0
QHVO01000659_1,5000,0.003907381,0.840771283,0.471695679,0
QHZF01000133_1,5000,0.175637418,0.244603444,0.436979767,0
QHZF01000306_5,5000,0.046456937,0.465195246,0.436979767,0
QHZF01000631_1,5000,0.154694987,0.26388552,0.436979767,0
QHZF01000840_1,5000,0.172661341,0.247513946,0.436979767,0
NTKL01000001_16,5000,0.159882442,0.260247393,0.436979767,0
NTKL01000020_3,5000,0.196887759,0.227261703,0.436979767,0
QHUV01000149_1,5000,0.061942745,0.414867815,0.436979767,0
QHUV01000346_1,5000,0.176653745,0.243875819,0.436979767,0
QHVG01000036_4,5000,0.000328572,0.979990298,0.497205784,0
QHVG01000140_2,5000,0.023889796,0.583555663,0.446044015,0
QHWS01000027_2,5000,0.260932511,0.182997817,0.436979767,0
QHWS01000527_1,5000,0.203975969,0.220470531,0.436979767,0
QHWS01000566_1,5000,0.145712853,0.273344652,0.436979767,0
QHTP01000004_1,5000,0.013843393,0.675964104,0.456045866,0
QHTP01000059_2,5000,0.018537391,0.629396071,0.450776618,0
QHTP01000157_2,5000,0.00706618,0.772738297,0.462467032,0
QHVR01000041_1,5000,0.009578793,0.730657288,0.458998694,0
QHTK01000029_4,5000,0.018354338,0.630730051,0.450776618,0
QHTK01000043_13,5000,0.026242357,0.569488237,0.445469458,0
QHTK01000050_8,5000,0.168389313,0.252243512,0.436979767,0
QHTK01000077_3,5000,0.008419831,0.749696823,0.459630029,0
NSJQ01000003_5,5000,0.440974534,0.1055057,0.431715684,0
NSJQ01000003_18,5000,0.48065571,0.093136066,0.425902763,0
NSJQ01000007_22,5000,0.023905261,0.583434392,0.446044015,0
NSJQ01000027_8,5000,0.145765242,0.273344652,0.436979767,0
NSJQ01000028_3,5000,0.492457054,0.090104293,0.422921319,0
NSJQ01000029_6,5000,0.100886285,0.333495028,0.436979767,0
NSJQ01000032_3,5000,0.331473444,0.146980354,0.436979767,0
NSJQ01000039_5,5000,0.41124301,0.115813728,0.431715684,0
NSJQ01000070_2,5000,0.102499016,0.330827068,0.436979767,0
QHYO01000004_2,5000,0.608538556,0.065122484,0.385014646,0
QHYO01000280_1,5000,0.015394133,0.659956342,0.455747409,0
QHYO01000326_2,5000,0.001285127,0.927965074,0.485333616,0
QHYO01000450_1,5000,0.065973077,0.403468348,0.436979767,0
QHYO01000470_1,5000,0.108939165,0.32051904,0.436979767,0
QHYO01000707_1,5000,0.355072201,0.13582343,0.436979767,0
NJER01000001_91,5000,0.422918826,0.111690517,0.431715684,0
NJER01000001_153,5000,0.038290154,0.497453311,0.436979767,0
NJER01000001_158,5000,0.069507137,0.396070822,0.436979767,0
NJER01000001_198,5000,0.621849135,0.061848169,0.380570879,0
NJER01000003_10,5000,0.295068038,0.164079554,0.436979767,0
PBMW01000039_4,5000,0.133972971,0.285835557,0.436979767,0
PBMW01000061_4,5000,0.009497908,0.732476352,0.458998694,0
PBMW01000077_1,5000,0.041552729,0.484841135,0.436979767,0
PBMW01000078_6,5000,0.172106813,0.24799903,0.436979767,0
PBMW01000092_5,5000,0.41863506,0.113388309,0.431715684,0
QIAV01000035_3,5000,0.073053763,0.388430754,0.436979767,0
QIAV01000334_4,5000,0.039357416,0.493208829,0.436979767,0
QHXT01000800_1,5000,0.47270145,0.095318943,0.425902763,0
QHXO01000025_1,5000,0.806939762,0.02764977,0.295441796,0
QHXO01000149_1,5000,0.222339592,0.205554208,0.436979767,0
QHYL01000006_1,5000,0.069878865,0.395343197,0.436979767,0
QHYL01000027_3,5000,0.016573577,0.648435605,0.452686726,0
QHYL01000081_1,5000,0.046356456,0.46568033,0.436979767,0
QHYL01000325_1,5000,0.004443953,0.824642251,0.469236986,0
QHYL01000391_1,5000,0.046756822,0.463861266,0.436979767,0
QHYL01000412_1,5000,0.007330337,0.768008732,0.462467032,0
QHYL01000414_5,5000,0.086202045,0.36150861,0.436979767,0
QHYL01000420_2,5000,0.012104294,0.696701431,0.457493294,0
QHYL01000457_1,5000,0.004873003,0.817608537,0.468418679,0
QHYL01000462_1,5000,0.009477978,0.733325249,0.458998694,0
QHYI01000102_16,5000,0.005696475,0.801358234,0.466638638,0
QHYI01000106_14,5000,0.036270074,0.510065486,0.437290939,0
QHYI01000112_12,5000,0.014554465,0.669172932,0.455747409,0
QHYI01000115_12,5000,0.159959293,0.260247393,0.436979767,0
QHYI01000116_6,5000,0.01045809,0.719257822,0.458942863,0
QHYI01000129_23,5000,0.206903381,0.218651467,0.436979767,0
QHYI01000130_15,5000,0.011248989,0.707737085,0.458942863,0
QHYI01000151_12,5000,0.024278758,0.580402619,0.446044015,0
QHYI01000155_4,5000,0.004826784,0.818578705,0.468418679,0
QHYI01000156_10,5000,0.122628158,0.301479505,0.436979767,0
QHYI01000163_7,5000,0.053966687,0.440455979,0.436979767,0
QHYI01000184_3,5000,0.061107618,0.417899588,0.436979767,0
QHZU01000108_1,5000,0.72584582,0.041110842,0.326666956,0
QIAN01000027_6,5000,0.00681801,0.77831676,0.462467032,0
QIAN01000038_5,5000,0.044809514,0.47101625,0.436979767,0
QIAN01000054_3,5000,0.419593801,0.113024497,0.431715684,0
QIAN01000060_1,5000,0.14114825,0.278438031,0.436979767,0
QIAN01000065_5,5000,0.136445479,0.283046325,0.436979767,0
QIAN01000065_28,5000,0.092008551,0.350351686,0.436979767,0
QIAN01000101_2,5000,0.000790213,0.951976716,0.488526185,0
QIAN01000122_2,5000,0.777410427,0.032258065,0.30481599,0
QIAN01000138_6,5000,0.042036689,0.4829008,0.436979767,0
QIAN01000162_18,5000,0.009032507,0.740480233,0.458998694,0
QIAN01000281_1,5000,0.14691929,0.272253214,0.436979767,0
QIAN01000281_3,5000,0.00373356,0.846228474,0.472132455,0
QIAN01000349_2,5000,0.028709636,0.552510308,0.443918557,0
QHWH01000098_1,5000,0.041566849,0.484841135,0.436979767,0
QHWH01000224_6,5000,0.073325185,0.388188212,0.436979767,0
QHWH01000264_1,5000,0.215499929,0.210768858,0.436979767,0
QHWH01000278_3,5000,0.117779146,0.307785593,0.436979767,0
QHWH01000280_4,5000,0.024510046,0.578583556,0.446044015,0
QHWH01000285_1,5000,0.021295497,0.605020616,0.44761884,0
QHWH01000314_2,5000,0.056066508,0.432452098,0.436979767,0
QHWH01000325_2,5000,0.023044338,0.591680815,0.446044015,0
QHWH01000333_5,5000,0.050537881,0.450521465,0.436979767,0
QHWH01000417_3,5000,0.043313345,0.476958525,0.436979767,0
QHVS01000069_1,5000,0.250438747,0.189667718,0.436979767,0
QHVS01000111_5,5000,0.184263543,0.236842105,0.436979767,0
QHVS01000147_4,5000,0.047202717,0.462406015,0.436979767,0
QHXK01000108_1,5000,0.079529237,0.376061121,0.436979767,0
QHXK01000756_1,5000,0.002992877,0.865874363,0.47538519,0
QHWZ01000032_2,5000,0.044660525,0.471622605,0.436979767,0
QHWZ01000206_1,5000,0.163878792,0.25721562,0.436979767,0
QHWZ01000207_1,5000,0.018969734,0.625030318,0.449568597,0
QHWZ01000276_5,5000,0.018531018,0.629638613,0.450776618,0
QHWZ01000281_3,5000,0.418862957,0.113388309,0.431715684,0
QHWZ01000317_1,5000,0.206275397,0.219136551,0.436979767,0
QHWZ01000341_2,5000,0.054150666,0.439849624,0.436979767,0
QHWZ01000372_5,5000,0.045620666,0.467863206,0.436979767,0
QHWZ01000373_1,5000,0.141128172,0.278680572,0.436979767,0
QHWZ01000516_2,5000,0.099065009,0.337375697,0.436979767,0
QHTJ01000101_24,5000,0.020446628,0.611205433,0.447700446,0
QHTJ01000101_60,5000,0.089383991,0.355202522,0.436979767,0
QHTJ01000102_48,5000,0.014611241,0.668687849,0.455747409,0
QHTJ01000104_5,5000,0.363337004,0.132912927,0.436979767,0
QHTJ01000104_11,5000,0.357698627,0.134974533,0.436979767,0
QHTJ01000115_2,5000,0.00110593,0.935605142,0.487182166,0
QHTJ01000115_12,5000,0.001848517,0.905651225,0.481656419,0
QHUN01000027_1,5000,0.092532443,0.349260247,0.436979767,0
QHUN01000033_19,5000,0.009066771,0.740358962,0.458998694,0
QHUN01000042_7,5000,0.023933439,0.583313122,0.446044015,0
QHUN01000047_3,5000,0.002620052,0.87593985,0.47626522,0
QHUN01000060_2,5000,0.007012022,0.773708465,0.462467032,0
QHXC01000028_2,5000,0.066341356,0.402013097,0.436979767,0
QHXC01000077_1,5000,0.045148041,0.470046083,0.436979767,0
QHXC01000097_1,5000,0.064379935,0.40759156,0.436979767,0
QHXC01000275_1,5000,0.005032085,0.814334223,0.468418679,0
QHXC01000299_3,5000,0.286215199,0.168687849,0.436979767,0
QHXC01000312_3,5000,0.005058719,0.814091681,0.468418679,0
QHXC01000325_1,5000,0.000927397,0.945306815,0.488394151,0
QHXC01000384_4,5000,0.208921233,0.216832404,0.436979767,0
QHXC01000389_2,5000,0.047282079,0.462042202,0.436979767,0
QHXC01000395_1,5000,0.074727607,0.386369149,0.436979767,0
QHXC01000418_4,5000,0.047758135,0.460223138,0.436979767,0
QHXC01000463_1,5000,0.026889036,0.565243755,0.445469458,0
QHXC01000468_1,5000,0.052605971,0.444336648,0.436979767,0
NTKP01000011_6,5000,0.062507809,0.412321125,0.436979767,0
QIAB01000015_8,5000,0.177380709,0.243390735,0.436979767,0
QIAB01000045_1,5000,0.457686071,0.101261218,0.431715684,0
QIAB01000051_3,5000,0.073101055,0.388430754,0.436979767,0
QIAB01000067_1,5000,0.182149694,0.238297356,0.436979767,0
QIAB01000069_4,5000,0.049674287,0.45379578,0.436979767,0
QIAB01000075_7,5000,0.226192198,0.203492602,0.436979767,0
QHWV01000022_1,5000,0.315468053,0.155348048,0.436979767,0
QIAT01000218_13,5000,0.059098686,0.423235508,0.436979767,0
QIAT01000221_6,5000,0.018350673,0.630730051,0.450776618,0
QIAT01000229_16,5000,0.162253101,0.258428329,0.436979767,0
QIAT01000230_4,5000,0.02700637,0.564758671,0.445469458,0
QIAT01000233_1,5000,0.032125288,0.532379335,0.438396767,0
QIAT01000245_1,5000,0.007813345,0.761096289,0.462467032,0
QIAT01000286_6,5000,0.324108616,0.151346107,0.436979767,0
QIAT01000300_4,5000,0.048237589,0.458767887,0.436979767,0
QIAT01000303_3,5000,0.01048796,0.718530196,0.458942863,0
QIAJ01000037_1,5000,0.160879484,0.259277225,0.436979767,0
QIAJ01000092_6,5000,0.01532934,0.66092651,0.455747409,0
QIAJ01000109_9,5000,0.025070687,0.57518797,0.445469458,0
QIAJ01000137_2,5000,0.057028485,0.429662867,0.436979767,0
QIAJ01000165_1,5000,0.006984762,0.774678632,0.462467032,0
QIAJ01000169_17,5000,0.056428032,0.43136066,0.436979767,0
QIAJ01000215_2,5000,0.462267635,0.099684696,0.431715684,0
QIAJ01000235_8,5000,0.327894687,0.148920689,0.436979767,0
QIAJ01000243_1,5000,0.065681694,0.404317245,0.436979767,0
QIAJ01000244_5,5000,0.11857082,0.306936697,0.436979767,0
NTKX01000003_2,5000,0.230979324,0.199611933,0.436979767,0
NTKX01000009_5,5000,0.0444212,0.472835314,0.436979767,0
NTKX01000018_2,5000,0.023040428,0.591680815,0.446044015,0
NTKX01000019_4,5000,0.021752984,0.601139947,0.446384069,0
NTKQ01000004_2,5000,0.461526108,0.100169779,0.431715684,0
QHXG01000028_1,5000,0.598816402,0.066577735,0.385014646,0
QHXG01000085_1,5000,0.202605983,0.222410866,0.436979767,0
QHXG01000096_1,5000,0.086641699,0.360659714,0.436979767,0
QHXG01000105_1,5000,0.061476066,0.416565608,0.436979767,0
QHXG01000219_1,5000,0.247611568,0.191122969,0.436979767,0
QHXG01000223_4,5000,0.030861789,0.539413049,0.438396767,0
QHXG01000225_4,5000,0.499695337,0.087800146,0.421918432,0
NTKV01000003_6,5000,0.022170675,0.598471986,0.446044015,0
NTKV01000010_6,5000,0.020367781,0.611811788,0.447700446,0
NTKV01000054_2,5000,0.002907508,0.86805724,0.47538519,0
NTKV01000069_1,5000,0.014475865,0.669900558,0.455747409,0
NTKA01000005_2,5000,0.018220103,0.632185302,0.450858757,0
NTKA01000005_8,5000,0.003958225,0.838952219,0.471695679,0
NTKA01000008_7,5000,0.033380616,0.524617997,0.438396767,0
NTKA01000021_1,5000,0.133901338,0.285835557,0.436979767,0
NTKA01000042_1,5000,0.109128727,0.320155227,0.436979767,0
PCAK01000003_3,5000,0.21506439,0.21113267,0.436979767,0
PCAK01000010_8,5000,0.03284065,0.527892311,0.438396767,0
PCAK01000010_22,5000,0.019667227,0.617875333,0.447700446,0
PCAK01000015_4,5000,0.134306166,0.285714286,0.436979767,0
PCAK01000016_11,5000,0.067329221,0.400679117,0.436979767,0
PCAK01000023_19,5000,0.076750267,0.382367208,0.436979767,0
PCAK01000032_14,5000,0.076696029,0.382488479,0.436979767,0
PCAK01000040_23,5000,0.067649954,0.400072763,0.436979767,0
QIBC01000004_7,5000,0.254857628,0.186878487,0.436979767,0
QIBC01000007_3,5000,0.063631855,0.409289352,0.436979767,0
QIBC01000013_1,5000,0.128856354,0.292990541,0.436979767,0
QIBC01000033_3,5000,0.52811557,0.081615329,0.409547754,0
QIBC01000040_1,5000,0.22261701,0.205311666,0.436979767,0
QIBC01000105_2,5000,0.071707763,0.391705069,0.436979767,0
QIBC01000124_1,5000,0.026737392,0.566213922,0.445469458,0
QIBC01000133_2,5000,0.101143051,0.333131215,0.436979767,0
QIBC01000247_1,5000,0.177905661,0.24278438,0.436979767,0
QIBC01000256_2,5000,0.051498587,0.448338588,0.436979767,0
QIBC01000260_1,5000,0.015211896,0.661411593,0.455747409,0
QIAC01000281_1,5000,0.202230138,0.222653408,0.436979767,0
QIAC01000466_3,5000,0.583397266,0.069366966,0.38529419,0
QIAC01000477_1,5000,0.215912831,0.210647587,0.436979767,0
PVXK01000001_99,5000,0.012947462,0.686150861,0.457493294,0
PVXK01000001_146,5000,0.489376549,0.090831919,0.422971156,0
PVXK01000001_189,5000,0.012402112,0.692942033,0.457493294,0
PVXK01000001_227,5000,0.004619008,0.821125394,0.468418679,0
PVXK01000001_240,5000,0.14101797,0.278801843,0.436979767,0
PVXK01000001_598,5000,0.002729114,0.872180451,0.47538519,0
PVXK01000001_734,5000,0.017280424,0.641523163,0.451562203,0
PVXK01000001_792,5000,0.002199101,0.89182634,0.479477881,0
PVXK01000002_16,5000,0.241595255,0.193063303,0.436979767,0
PVXK01000002_48,5000,0.514372716,0.084162018,0.412070627,0
PVXK01000003_15,5000,0.23432272,0.197429057,0.436979767,0
NTKU01000006_6,5000,0.064581918,0.406863934,0.436979767,0
NTKU01000011_2,5000,0.194926805,0.228595683,0.436979767,0
QHXY01000150_1,5000,0.090512805,0.353019646,0.436979767,0
QHXY01000397_1,5000,0.001701549,0.909653165,0.482380342,0
NTKC01000003_19,5000,0.46899101,0.096774194,0.428328794,0
PDUC01000006_3,5000,0.304932481,0.158986175,0.436979767,0
PDUC01000012_3,5000,0.03152255,0.535411108,0.438396767,0
PDUC01000025_33,5000,0.024410558,0.579311181,0.446044015,0
PDUC01000026_9,5000,0.303034266,0.159349988,0.436979767,0
PDUC01000033_7,5000,0.038250181,0.497574582,0.436979767,0
PDUC01000045_10,5000,0.01750377,0.639219015,0.451562203,0
PDUC01000047_12,5000,0.042014617,0.483022071,0.436979767,0
PDUC01000049_5,5000,0.083444519,0.367572156,0.436979767,0
PDUC01000050_3,5000,0.007598947,0.764249333,0.462467032,0
PDUC01000052_10,5000,0.047371468,0.46167839,0.436979767,0
NTKT01000013_10,5000,0.129539086,0.292262915,0.436979767,0
NTJZ01000001_68,5000,0.056414992,0.43136066,0.436979767,0
NTJZ01000001_79,5000,0.057134764,0.429420325,0.436979767,0
NTJZ01000002_42,5000,0.039898823,0.491389765,0.436979767,0
NTJZ01000009_23,5000,0.046217565,0.465922872,0.436979767,0
NTJZ01000013_18,5000,0.03483785,0.517826825,0.437640288,0
QHUH01000248_1,5000,0.005418523,0.806451613,0.467715348,0
QHVT01000003_84,5000,0.044151711,0.47356294,0.436979767,0
QHVT01000005_34,5000,0.060695654,0.419233568,0.436979767,0
